ORF ID,Database,Subject ID,Identity,Alignment length,Mismatches,Gap openings,LncORF start,LncORF end,Subject start,Subject end,E-value,Bitscore
OsLncORF06828,eggNOG,2QVNI,1,19,0,0,1,19,160,178,2.38E-05,42
OsLncORF06828,Swiss-Prot,Q31708,0.465,43,22,1,1,43,87,128,9.55E-04,38
OsLncORF06833,eggNOG,2R3CI,0.5,32,15,1,4,34,278,309,4.35E-07,46
OsLncORF06833,NR,XP_052141143.1,0.781,32,7,0,3,34,276,307,1.18E-06,54
OsLncORF06836,NR,BAC99463.1,0.592,54,22,0,1,54,216,269,2.27E-05,54
OsLncORF06837,NR,BAF07913.1,0.761,42,10,0,1,42,1,42,5.83E-11,68
OsLncORF06839,NR,BAH94330.1,0.722,72,20,0,1,72,1,72,1.04E-21,100
OsLncORF06853,NR,KAF2910696.1,1,80,0,0,1,80,1,80,6.37E-45,167
OsLncORF06854,NR,BAH92554.1,0.547,73,33,0,1,73,1,73,1.49E-13,76
OsLncORF06882,Pfam-A,PF08186.16,0.866,15,2,0,3,17,44,58,2.20E-04,33
OsLncORF06961,NR,EEC68175.1,0.857,28,4,0,45,72,377,404,3.95E-06,56
OsLncORF06993,NR,ABA93902.1,1,25,0,0,1,25,8,32,4.09E-05,49
OsLncORF07034,NR,KAF2911080.1,1,92,0,0,1,92,1,92,1.50E-47,175
OsLncORF07048,NR,KAF2911126.1,1,28,0,0,1,28,1,28,3.74E-09,63
OsLncORF07115,eggNOG,2R5H8,0.363,55,33,2,6,59,108,161,3.11E-07,49
OsLncORF07115,NR,BAF07609.2,0.593,59,23,1,1,59,120,177,1.32E-17,88
OsLncORF07115,Pfam-B,Pfam-B_174936,0.294,51,35,1,9,59,74,123,1.53E-12,63
OsLncORF07118,NR,ABA94540.1,1,27,0,0,1,27,1,27,1.17E-07,57
OsLncORF07169,NR,KAF2911718.1,1,85,0,0,1,85,1,85,2.61E-50,183
OsLncORF07186,NR,KAF2911726.1,0.957,47,2,0,1,47,16,62,1.31E-20,95
OsLncORF07259,NR,EEE52412.1,0.88,42,5,0,1,42,1,42,3.10E-13,75
OsLncORF07267,NR,EEE51604.1,1,68,0,0,1,68,1,68,2.19E-36,141
OsLncORF07309,NR,KAF2911966.1,1,82,0,0,1,82,1,82,4.08E-46,170
OsLncORF07339,CDD,KOG4658,0.102,696,570,20,2,658,69,748,5.20E-74,266
OsLncORF07339,eggNOG,KOG4658,0,641,598,17,76,699,4546,5160,1.70E-67,249
OsLncORF07339,NR,XP_025877389.1,1,699,0,0,1,699,72,770,0.00E+00,1438
OsLncORF07339,Pfam-A,PF00931.27,0.16,287,234,6,41,322,55,339,2.27E-32,135
OsLncORF07339,Pfam-B,Pfam-B_038266,0.347,371,219,9,334,698,9,362,2.49E-61,229
OsLncORF07339,Pfam-B,Pfam-B_048914,0.418,55,31,1,41,94,1,55,1.79E-07,57
OsLncORF07339,Swiss-Prot,Q7XA40,0.311,718,414,23,2,698,70,727,8.24E-80,287
OsLncORF07344,CDD,KOG4658,0.122,434,344,12,1,405,323,748,1.60E-45,173
OsLncORF07344,eggNOG,KOG4658,0,453,419,13,7,446,4729,5160,5.77E-44,171
OsLncORF07344,NR,XP_025877389.1,1,446,0,0,1,446,325,770,4.40E-300,924
OsLncORF07344,Pfam-A,PF00931.27,0.202,69,54,1,1,69,272,339,1.29E-06,50
OsLncORF07344,Pfam-B,Pfam-B_038266,0.347,371,219,9,81,445,9,362,6.36E-64,229
OsLncORF07344,Swiss-Prot,Q7XA40,0.317,456,261,14,1,445,311,727,1.58E-50,191
OsLncORF07348,CDD,KOG4658,0.125,352,277,9,8,335,404,748,3.29E-35,140
OsLncORF07348,eggNOG,KOG4658,0,382,350,11,8,376,4798,5160,5.37E-37,148
OsLncORF07348,NR,XP_025877389.1,1,376,0,0,1,376,395,770,1.82E-250,777
OsLncORF07348,Pfam-B,Pfam-B_038266,0.347,371,219,9,11,375,9,362,6.75E-65,229
OsLncORF07348,Swiss-Prot,Q7XA40,0.321,383,216,10,3,375,379,727,5.01E-42,164
OsLncORF07350,CDD,KOG4658,0.137,313,239,9,2,290,443,748,2.41E-22,100
OsLncORF07350,eggNOG,KOG4658,0,344,312,11,1,331,4836,5160,9.33E-26,113
OsLncORF07350,NR,XP_025877389.1,1,331,0,0,1,331,440,770,3.20E-219,684
OsLncORF07350,Pfam-B,Pfam-B_038266,0.328,335,202,9,2,330,45,362,1.66E-50,185
OsLncORF07350,Swiss-Prot,Q7XA40,0.306,336,193,9,1,330,426,727,7.66E-31,129
OsLncORF07352,NR,KAF2912112.1,1,57,0,0,1,57,34,90,1.42E-30,124
OsLncORF07353,NR,KAF2912112.1,0.937,32,2,0,1,32,1,32,3.13E-07,57
OsLncORF07367,NR,XP_044971192.1,0.666,57,19,0,11,67,104,160,2.63E-14,78
OsLncORF07379,NR,KAF2906219.1,1,79,0,0,1,79,1,79,1.05E-43,163
OsLncORF07382,NR,KAF2906221.1,1,34,0,0,1,34,195,228,2.90E-14,76
OsLncORF07397,NR,XP_052137004.1,0.957,94,4,0,1,94,21,114,5.42E-48,177
OsLncORF07450,NR,KAF2906929.1,1,26,0,0,1,26,52,77,4.78E-06,52
OsLncORF07475,NR,KAF2907116.1,0.661,65,16,3,1,62,1,62,7.26E-11,68
OsLncORF07478,NR,KAF2907142.1,1,81,0,0,1,81,100,180,2.38E-44,165
OsLncORF07501,NR,BAF15650.1,0.66,50,12,2,13,57,37,86,7.00E-06,55
OsLncORF07501,Pfam-B,Pfam-B_146383,0.233,60,40,3,1,57,69,125,5.25E-11,59
OsLncORF07522,eggNOG,2T0AR,0.857,56,8,0,21,76,100,155,1.78E-26,104
OsLncORF07522,NR,KAJ1253451.1,0.972,73,2,0,4,76,525,597,6.35E-40,152
OsLncORF07524,NR,EXC46615.1,0.857,35,5,0,1,35,1,35,1.03E-06,56
OsLncORF07526,NR,BAV53176.1,1,26,0,0,13,38,83,108,5.72E-08,58
OsLncORF07535,eggNOG,2QQTV,0.741,31,8,0,1,31,416,446,4.52E-08,49
OsLncORF07535,NR,ABG21955.1,0.705,34,10,0,1,34,85,118,1.79E-05,51
OsLncORF07535,Swiss-Prot,Q9FVQ6,0.709,31,9,0,1,31,89,119,8.68E-07,46
OsLncORF07557,eggNOG,2R7AT,0.682,63,20,0,1,63,31,93,2.43E-32,120
OsLncORF07557,NR,KAF2907449.1,1,63,0,0,1,63,1,63,2.88E-31,126
OsLncORF07558,eggNOG,2R7AT,0,20,20,0,1,20,1,20,1.86E-06,46
OsLncORF07568,CDD,CHL00186,0.906,32,3,0,4,35,5,36,1.34E-13,62
OsLncORF07568,eggNOG,2SE4W,0.911,34,3,0,2,35,39,72,4.14E-14,66
OsLncORF07568,NR,AAM08608.1,1,35,0,0,1,35,1,35,1.22E-11,68
OsLncORF07568,Pfam-A,PF00796.23,0.64,25,9,0,5,29,3,27,8.72E-08,44
OsLncORF07568,Swiss-Prot,Q6ENG4,1,35,0,0,1,35,2,36,9.30E-15,68
OsLncORF07570,Pfam-B,Pfam-B_003327,0,28,28,0,11,38,388,415,3.38E-04,37
OsLncORF07588,NR,BAH95642.1,0.675,40,12,1,12,50,159,198,1.10E-05,53
OsLncORF07591,eggNOG,2R5HN,0.8,20,4,0,22,41,73,92,3.92E-05,41
OsLncORF07591,NR,XP_025883178.1,0.976,43,1,0,1,43,48,90,3.23E-18,88
OsLncORF07591,Swiss-Prot,G3XKQ9,1,18,0,0,24,41,339,356,1.40E-04,40
OsLncORF07592,NR,XP_052138305.1,1,32,0,0,5,36,62,93,7.79E-13,72
OsLncORF07593,NR,XP_052138305.1,1,28,0,0,1,28,66,93,1.96E-09,62
OsLncORF07599,NR,KAF2907564.1,1,106,0,0,1,106,1,106,3.06E-63,222
OsLncORF07601,NR,KAF2907564.1,1,117,0,0,1,117,1,117,2.57E-71,245
OsLncORF07602,NR,KAF2907564.1,0.972,109,3,0,1,109,1,109,8.85E-64,223
OsLncORF07606,eggNOG,2S23H,0,37,37,0,1,37,482,518,2.07E-20,85
OsLncORF07606,NR,EHA8590009.1,0.973,38,1,0,1,38,17,54,4.67E-18,88
OsLncORF07608,NR,KAG4906036.1,0.892,28,3,0,2,29,57,84,7.83E-06,51
OsLncORF07616,NR,KAI4994069.1,1,43,0,0,1,43,423,465,3.32E-21,96
OsLncORF07618,NR,KAF2907596.1,1,61,0,0,1,61,1,61,1.93E-35,138
OsLncORF07641,NR,KAF2907635.1,1,80,0,0,1,80,22,101,5.54E-47,173
OsLncORF07649,NR,EEC69206.1,0.885,70,0,1,1,62,1,70,2.85E-20,95
OsLncORF07710,NR,BAS73964.1,0.588,51,21,0,42,92,48,98,1.59E-07,60
OsLncORF07725,NR,KAF2907746.1,1,67,0,0,1,67,20,86,8.78E-38,145
OsLncORF07738,NR,KAB8117456.1,0.75,32,8,0,1,32,54,85,3.34E-05,50
OsLncORF07748,NR,KAF2907800.1,1,29,0,0,1,29,52,80,7.56E-10,63
OsLncORF07816,eggNOG,2R7C6,0,37,34,1,1,34,30,66,2.82E-05,41
OsLncORF07834,NR,BAH95629.1,0.837,37,6,0,1,37,105,141,1.32E-06,54
OsLncORF07835,NR,BAH92545.1,0.893,75,5,2,1,74,54,126,1.29E-30,125
OsLncORF07850,eggNOG,2R5XB,0.604,48,19,0,6,53,411,458,3.03E-18,79
OsLncORF07850,NR,EAY83461.1,0.979,48,1,0,6,53,279,326,8.81E-16,81
OsLncORF07890,NR,BAD35792.1,0.427,96,9,1,31,80,155,250,6.59E-11,70
OsLncORF07891,NR,KAF2908129.1,1,75,0,0,1,75,1,75,4.17E-43,161
OsLncORF07922,NR,KAF2908134.1,1,28,0,0,1,28,29,56,1.57E-11,68
OsLncORF07934,NR,KAF2908136.1,1,52,0,0,1,52,1,52,2.60E-29,120
OsLncORF07944,NR,KAF2908207.1,1,66,0,0,1,66,24,89,3.73E-36,141
OsLncORF07971,NR,KAF2908212.1,1,52,0,0,1,52,1,52,2.18E-23,103
OsLncORF08051,eggNOG,2R27T,0.636,22,8,0,7,28,20,41,4.32E-04,37
OsLncORF08096,NR,KAF2908557.1,1,112,0,0,1,112,1,112,1.92E-67,233
OsLncORF08109,NR,KAF2908559.1,1,38,0,0,1,38,1,38,3.14E-17,85
OsLncORF08124,NR,BAT17846.1,1,35,0,0,1,35,3,37,5.07E-17,84
OsLncORF08129,NR,KAF2908562.1,1,80,0,0,1,80,1,80,1.36E-49,180
OsLncORF08131,NR,KAF2908562.1,1,64,0,0,1,64,17,80,1.42E-37,145
OsLncORF08214,NR,KAF2908749.1,1,62,0,0,1,62,20,81,8.57E-37,142
OsLncORF08236,NR,KAF2908904.1,1,64,0,0,1,64,1,64,1.71E-28,119
OsLncORF08242,NR,KAF2908963.1,0.976,42,1,0,1,42,29,70,2.24E-22,100
OsLncORF08244,NR,BAT18216.1,1,32,0,0,1,32,79,110,1.69E-09,62
